symbol,weight
TLV,19.39
SNP,16.28
SNG,11.49
H2O,11.43
BRD,7.43
TGN,6.53
DIGI,5.06
EL,4.51
M,4.47
SNN,3.57
TEL,2.16
FP,1.56
ONE,1.32
PE,1.17
AQ,0.95
TTS,0.68
TRP,0.67
ATB,0.66
SFG,0.54
WINE,0.14
