symbol,weight
TLV,18.91
SNP,18.73
H2O,12.35
SNG,11.44
BRD,6.8
TGN,6.59
EL,4.39
DIGI,4.27
M,3.44
SNN,3.22
TEL,2.08
ONE,1.38
FP,1.31
AQ,0.97
ATB,0.94
PE,0.88
TTS,0.74
TRP,0.73
SFG,0.66
WINE,0.17
