symbol,weight
TLV,19.33
SNP,16.37
H2O,11.47
SNG,11.15
BRD,7.74
TGN,6.87
DIGI,5.05
EL,4.38
M,4.35
SNN,3.44
TEL,2.36
FP,1.44
PE,1.27
ONE,1.27
AQ,0.93
TRP,0.67
TTS,0.67
ATB,0.6
SFG,0.5
WINE,0.13
