symbol,weight
WINE,0.14
TTS,0.68
TRP,0.69
TLV,19.95
TGN,6.54
TEL,2.16
SNP,16.06
SNN,3.64
SNG,11.12
SFG,0.54
PE,1.21
ONE,1.34
M,4.55
H2O,11.21
FP,1.57
EL,4.6
DIGI,4.96
BRD,7.4
ATB,0.68
AQ,0.94
