symbol,weight
TLV,19.63
SNP,16.03
SNG,11.49
H2O,11.4
BRD,7.54
TGN,6.46
DIGI,5.1
EL,4.52
M,4.48
SNN,3.57
TEL,2.13
FP,1.52
ONE,1.32
PE,1.19
AQ,0.94
TTS,0.68
TRP,0.68
ATB,0.66
SFG,0.54
WINE,0.14
