symbol,weight
TLV,18.58
SNP,14.83
SNG,13.0
H2O,12.99
BRD,7.49
TGN,6.7
DIGI,5.38
EL,5.2
M,3.3
SNN,3.26
TEL,2.19
PE,1.55
FP,1.17
ONE,1.06
AQ,0.72
CFH,0.55
TTS,0.55
ATB,0.54
TRP,0.48
SFG,0.46
