symbol,weight
TLV,19.38
SNP,15.72
SNG,11.62
H2O,11.29
TGN,7.51
BRD,7.25
DIGI,4.98
EL,4.48
M,4.26
SNN,3.52
TEL,2.55
PE,1.37
ONE,1.29
FP,1.27
AQ,0.89
TRP,0.68
TTS,0.65
ATB,0.62
SFG,0.52
WINE,0.13
