symbol,weight
TLV,20.76
SNP,16.09
SNG,11.84
H2O,11.63
TGN,7.01
BRD,6.77
DIGI,4.79
EL,4.34
M,3.85
SNN,3.47
TEL,2.31
PE,1.38
FP,1.15
ONE,1.12
AQ,0.82
TRP,0.6
TTS,0.56
ATB,0.54
CFH,0.51
SFG,0.47
