symbol,weight
TLV,20.98
SNP,15.71
SNG,11.97
H2O,11.64
BRD,6.95
TGN,6.9
DIGI,4.61
EL,4.17
M,3.94
SNN,3.64
TEL,2.27
PE,1.39
FP,1.22
ONE,1.12
AQ,0.76
TRP,0.62
TTS,0.6
ATB,0.51
CFH,0.5
SFG,0.5
