symbol,weight
TLV,18.62
SNP,16.11
SNG,14.36
H2O,11.75
BRD,6.75
EL,6.18
TGN,5.9
DIGI,5.02
M,2.91
SNN,2.74
TEL,2.07
PE,1.62
FP,1.08
ONE,1.02
CFH,0.99
AQ,0.87
TTS,0.63
ATB,0.48
SFG,0.47
TRP,0.43
