symbol,weight
TLV,20.72
SNP,15.49
H2O,12.76
SNG,12.25
BRD,6.99
TGN,6.52
EL,4.72
DIGI,4.52
M,3.42
SNN,3.36
TEL,2.1
PE,1.59
FP,1.19
ONE,1.06
AQ,0.71
TTS,0.57
ATB,0.55
TRP,0.52
CFH,0.51
SFG,0.46
