symbol,weight
TLV,19.3
SNP,16.44
SNG,13.73
H2O,12.35
EL,6.68
BRD,6.41
TGN,5.45
DIGI,4.76
M,2.83
SNN,2.49
TEL,2.03
PE,1.53
FP,1.13
CFH,0.98
AQ,0.97
ONE,0.96
TTS,0.65
ATB,0.48
TRP,0.44
SFG,0.38
