symbol,weight
TLV,20.98
SNP,16.25
SNG,13.33
H2O,12.03
BRD,6.37
EL,6.36
TGN,5.22
DIGI,4.61
M,2.86
SNN,2.44
TEL,1.98
PE,1.48
FP,1.31
ONE,0.99
AQ,0.83
CFH,0.78
EAI,0.68
TTS,0.62
ATB,0.47
TRP,0.42
