symbol,weight
TLV,18.49
SNP,16.39
SNG,13.68
H2O,12.02
BRD,6.81
EL,6.31
TGN,6.09
DIGI,4.91
M,3.02
SNN,2.67
TEL,2.06
PE,1.54
FP,1.1
ONE,1.07
CFH,0.96
AQ,0.88
TTS,0.62
ATB,0.48
SFG,0.44
TRP,0.44
