symbol,weight
TLV,20.67
SNP,15.9
SNG,11.6
H2O,11.57
TGN,7.2
BRD,7.03
DIGI,4.81
EL,4.29
M,3.85
SNN,3.58
TEL,2.31
PE,1.29
FP,1.25
ONE,1.12
AQ,0.78
TTS,0.62
TRP,0.61
ATB,0.51
CFH,0.5
SFG,0.5
