symbol,weight
TLV,20.03
SNP,16.97
SNG,11.83
H2O,10.82
BRD,7.31
TGN,7.16
DIGI,4.92
EL,4.22
M,3.61
SNN,3.49
TEL,2.49
FP,1.32
PE,1.28
ONE,1.21
AQ,0.85
TRP,0.64
ATB,0.6
TTS,0.58
SFG,0.52
WINE,0.14
