symbol,weight
TLV,19.28
SNP,16.1
H2O,12.73
SNG,12.56
BRD,7.08
TGN,6.34
EL,5.35
DIGI,4.95
M,3.15
SNN,2.96
TEL,2.38
PE,1.56
FP,1.12
ONE,1.03
AQ,0.83
CFH,0.62
TTS,0.55
ATB,0.51
TRP,0.47
SFG,0.42
