symbol,weight
TLV,19.98
SNP,16.39
SNG,11.91
H2O,11.36
TGN,7.48
BRD,7.06
DIGI,4.78
EL,4.48
M,3.69
SNN,3.46
TEL,2.5
FP,1.27
PE,1.26
ONE,1.15
AQ,0.81
TRP,0.63
ATB,0.57
TTS,0.57
SFG,0.52
WINE,0.14
