symbol,weight
TLV,18.58
SNP,16.24
SNG,14.6
H2O,11.06
BRD,7.05
TGN,6.11
EL,5.8
DIGI,5.32
M,2.99
SNN,2.71
TEL,2.24
PE,1.62
FP,1.07
ONE,1.01
AQ,0.83
CFH,0.81
TTS,0.62
ATB,0.48
TRP,0.44
SFG,0.41
