symbol,weight
TLV,20.79
SNP,16.13
SNG,11.72
H2O,11.4
TGN,7.23
BRD,6.85
DIGI,4.95
EL,4.32
M,3.54
SNN,3.46
TEL,2.37
PE,1.44
FP,1.23
ONE,1.08
AQ,0.81
TRP,0.61
TTS,0.56
ATB,0.51
CFH,0.51
SFG,0.5
