symbol,weight
TLV,20.66
SNP,16.32
SNG,11.47
H2O,11.47
TGN,7.15
BRD,6.73
DIGI,4.97
EL,4.38
M,3.72
SNN,3.5
TEL,2.35
PE,1.47
FP,1.21
ONE,1.1
AQ,0.83
TRP,0.61
TTS,0.56
ATB,0.51
CFH,0.51
SFG,0.49
