symbol,weight
TLV,20.85
SNP,16.33
SNG,13.32
H2O,12.19
BRD,6.41
EL,6.32
TGN,5.24
DIGI,4.66
M,2.88
SNN,2.39
TEL,1.98
PE,1.46
FP,1.28
ONE,1.0
AQ,0.77
CFH,0.74
EAI,0.68
TTS,0.61
ATB,0.47
TRP,0.42
