symbol,weight
TLV,19.52
SNP,18.53
SNG,11.51
H2O,11.13
BRD,7.47
TGN,6.18
EL,4.46
DIGI,4.39
M,3.81
SNN,3.3
TEL,2.19
FP,1.37
ONE,1.31
PE,1.09
AQ,0.85
ATB,0.82
TTS,0.69
TRP,0.64
SFG,0.58
WINE,0.16
