symbol,weight
TLV,20.99
SNP,16.17
SNG,13.49
H2O,11.93
BRD,6.46
EL,6.43
TGN,5.21
DIGI,4.66
M,2.89
SNN,2.39
TEL,1.96
PE,1.45
FP,1.29
ONE,1.0
AQ,0.78
CFH,0.71
EAI,0.68
TTS,0.62
ATB,0.47
TRP,0.42
