symbol,weight
TLV,18.25
SNP,16.1
SNG,14.0
H2O,11.63
BRD,6.88
EL,6.39
TGN,6.18
DIGI,5.54
M,2.86
SNN,2.76
TEL,1.88
PE,1.59
FP,1.09
ONE,1.08
CFH,0.91
AQ,0.82
TTS,0.62
SFG,0.52
ATB,0.47
TRP,0.45
