symbol,weight
TLV,19.67
SNP,18.58
SNG,11.59
H2O,11.21
BRD,7.26
TGN,6.13
EL,4.41
DIGI,4.32
M,3.76
SNN,3.35
TEL,2.15
FP,1.39
ONE,1.32
PE,1.1
AQ,0.85
ATB,0.83
TTS,0.69
TRP,0.65
SFG,0.59
WINE,0.16
