symbol,weight
TLV,18.76
SNP,15.96
SNG,14.41
H2O,11.75
BRD,6.9
EL,6.1
TGN,5.89
DIGI,4.97
M,2.94
SNN,2.69
TEL,2.07
PE,1.58
FP,1.07
ONE,1.04
CFH,0.99
AQ,0.86
TTS,0.63
ATB,0.48
SFG,0.48
TRP,0.43
