symbol,weight
TLV,18.56
SNP,15.3
SNG,13.11
H2O,12.68
BRD,7.1
TGN,6.78
DIGI,5.2
EL,5.16
SNN,3.36
M,3.31
TEL,2.22
PE,1.58
FP,1.21
ONE,1.08
AQ,0.71
TTS,0.57
ATB,0.56
CFH,0.54
TRP,0.5
SFG,0.47
