symbol,weight
WINE,0.14
TTS,0.68
TRP,0.67
TLV,19.11
TGN,6.62
TEL,2.23
SNP,16.63
SNN,3.88
SNG,11.51
SFG,0.55
PE,1.2
ONE,1.35
M,4.5
H2O,11.01
FP,1.53
EL,4.74
DIGI,4.75
BRD,7.24
ATB,0.68
AQ,0.96
