symbol,weight
TLV,19.02
SNP,16.25
SNG,13.09
H2O,12.51
BRD,7.08
TGN,6.35
EL,5.3
DIGI,4.92
M,3.17
SNN,2.92
TEL,2.32
PE,1.53
FP,1.1
ONE,1.05
AQ,0.83
CFH,0.62
TTS,0.55
ATB,0.51
TRP,0.47
SFG,0.42
