symbol,weight
TLV,18.38
SNP,16.05
SNG,14.29
H2O,12.02
BRD,6.95
TGN,6.23
EL,5.73
DIGI,5.33
M,3.03
SNN,2.74
TEL,2.23
PE,1.51
FP,1.04
ONE,1.02
AQ,0.8
CFH,0.71
TTS,0.57
ATB,0.48
TRP,0.45
SFG,0.41
