symbol,weight
WINE,0.14
TTS,0.68
TRP,0.67
TLV,19.53
TGN,6.61
TEL,2.2
SNP,16.29
SNN,3.64
SNG,11.21
SFG,0.55
PE,1.2
ONE,1.34
M,4.67
H2O,11.28
FP,1.62
EL,4.68
DIGI,4.82
BRD,7.23
ATB,0.68
AQ,0.96
