symbol,weight
TLV,20.9
SNP,16.05
SNG,12.12
H2O,11.5
TGN,6.93
BRD,6.9
DIGI,4.53
EL,4.09
M,3.86
SNN,3.6
TEL,2.31
PE,1.38
FP,1.22
ONE,1.11
AQ,0.75
TRP,0.62
TTS,0.6
ATB,0.52
SFG,0.51
CFH,0.49
