symbol,weight
TLV,19.29
SNP,16.56
H2O,11.5
SNG,11.33
BRD,7.52
TGN,6.46
DIGI,5.11
M,4.53
EL,4.43
SNN,3.5
TEL,2.2
FP,1.47
ONE,1.3
PE,1.2
AQ,0.94
TRP,0.68
TTS,0.67
ATB,0.65
SFG,0.53
WINE,0.13
