symbol,weight
TLV,20.28
SNP,15.16
SNG,13.52
H2O,12.71
BRD,6.8
TGN,6.59
EL,4.51
DIGI,4.36
M,3.42
SNN,3.3
TEL,2.08
PE,1.62
FP,1.21
ONE,1.06
AQ,0.68
TTS,0.59
ATB,0.57
TRP,0.54
CFH,0.53
SFG,0.46
