symbol,weight
TLV,21.02
SNP,15.64
SNG,11.67
H2O,11.62
TGN,7.2
BRD,6.96
DIGI,4.74
EL,4.23
M,3.8
SNN,3.7
TEL,2.24
PE,1.29
FP,1.24
ONE,1.13
AQ,0.77
TRP,0.62
TTS,0.61
ATB,0.51
CFH,0.5
SFG,0.49
