symbol,weight
TLV,20.52
SNP,15.9
SNG,12.34
H2O,11.77
TGN,7.07
BRD,6.87
DIGI,4.45
EL,4.01
M,3.86
SNN,3.72
TEL,2.29
PE,1.47
FP,1.21
ONE,1.13
AQ,0.73
TRP,0.6
TTS,0.59
ATB,0.51
SFG,0.51
CFH,0.48
