symbol,weight
TLV,20.43
SNP,15.48
H2O,12.61
SNG,12.18
BRD,6.77
TGN,6.55
DIGI,4.93
EL,4.91
M,3.37
SNN,3.37
TEL,2.08
PE,1.61
FP,1.22
ONE,1.12
AQ,0.71
TTS,0.59
ATB,0.55
CFH,0.52
TRP,0.52
SFG,0.46
