symbol,weight
TLV,20.65
SNP,16.17
SNG,11.71
H2O,11.63
TGN,7.0
BRD,6.86
DIGI,4.89
EL,4.34
M,3.88
SNN,3.48
TEL,2.31
PE,1.34
FP,1.16
ONE,1.12
AQ,0.79
TRP,0.6
TTS,0.55
ATB,0.52
CFH,0.51
SFG,0.48
