symbol,weight
TLV,18.87
SNP,15.78
H2O,13.07
SNG,12.49
BRD,7.33
TGN,6.48
EL,5.28
DIGI,5.04
M,3.23
SNN,3.04
TEL,2.36
PE,1.49
FP,1.12
ONE,1.04
AQ,0.77
CFH,0.62
TTS,0.56
ATB,0.52
TRP,0.47
SFG,0.43
