symbol,weight
TLV,18.52
SNP,17.17
SNG,13.59
H2O,11.76
BRD,6.51
EL,6.17
TGN,5.94
DIGI,5.04
M,2.98
SNN,2.68
TEL,2.1
PE,1.53
FP,1.1
ONE,1.07
CFH,0.97
AQ,0.9
TTS,0.64
ATB,0.48
TRP,0.44
SFG,0.41
