symbol,weight
TLV,20.52
SNP,15.61
H2O,12.71
SNG,12.26
BRD,6.69
TGN,6.64
EL,4.83
DIGI,4.67
M,3.39
SNN,3.36
TEL,2.11
PE,1.6
FP,1.21
ONE,1.06
AQ,0.71
TTS,0.58
ATB,0.54
TRP,0.52
CFH,0.51
SFG,0.45
