symbol,weight
TLV,18.37
SNP,16.16
SNG,15.17
H2O,11.15
BRD,6.96
EL,6.1
TGN,5.74
DIGI,5.24
M,2.97
SNN,2.61
TEL,2.22
PE,1.64
FP,1.07
ONE,1.01
CFH,0.87
AQ,0.74
TTS,0.62
ATB,0.47
SFG,0.45
TRP,0.44
