symbol,weight
WINE,0.14
TTS,0.65
TRP,0.69
TLV,18.88
TGN,6.5
TEL,2.18
SNP,16.94
SNN,3.98
SNG,11.81
SFG,0.54
PE,1.2
ONE,1.34
M,4.43
H2O,10.78
FP,1.51
EL,5.01
DIGI,4.66
BRD,7.08
ATB,0.69
AQ,0.98
