symbol,weight
TLV,21.19
SNP,16.29
SNG,13.17
H2O,11.85
EL,6.32
BRD,6.25
TGN,5.34
DIGI,4.59
M,2.77
SNN,2.48
TEL,1.96
PE,1.5
FP,1.29
ONE,0.99
CFH,0.92
AQ,0.89
EAI,0.69
TTS,0.64
ATB,0.46
TRP,0.43
