symbol,weight
TLV,20.33
SNP,15.78
H2O,12.43
SNG,12.36
BRD,6.99
TGN,6.59
EL,4.78
DIGI,4.65
M,3.39
SNN,3.38
TEL,2.1
PE,1.61
FP,1.22
ONE,1.07
AQ,0.72
TTS,0.58
ATB,0.55
CFH,0.52
TRP,0.52
SFG,0.46
