symbol,weight
TLV,20.73
SNP,16.24
SNG,11.98
H2O,11.59
TGN,6.99
BRD,6.77
DIGI,4.69
EL,4.2
M,3.79
SNN,3.5
TEL,2.33
PE,1.39
FP,1.17
ONE,1.13
AQ,0.81
TRP,0.59
TTS,0.56
ATB,0.53
CFH,0.52
SFG,0.48
