symbol,weight
TLV,18.51
SNP,16.14
SNG,14.43
H2O,12.07
BRD,6.96
TGN,6.23
EL,5.54
DIGI,5.04
M,3.05
SNN,2.83
TEL,2.24
PE,1.54
ONE,1.01
FP,1.01
AQ,0.79
CFH,0.71
TTS,0.55
ATB,0.49
TRP,0.45
SFG,0.41
