symbol,weight
TLV,19.94
SNP,16.6
SNG,11.89
H2O,11.25
TGN,7.49
BRD,7.08
DIGI,4.78
EL,4.47
M,3.63
SNN,3.46
TEL,2.51
FP,1.29
PE,1.26
ONE,1.14
AQ,0.81
TRP,0.63
ATB,0.57
TTS,0.57
SFG,0.5
WINE,0.14
