symbol,weight
TLV,20.2
SNP,15.73
H2O,12.69
SNG,12.53
BRD,6.99
TGN,6.63
EL,4.73
DIGI,4.41
M,3.44
SNN,3.35
TEL,2.1
PE,1.64
FP,1.18
ONE,1.06
AQ,0.71
TTS,0.57
ATB,0.55
TRP,0.53
CFH,0.51
SFG,0.46
