symbol,weight
TLV,19.45
SNP,16.75
SNG,11.95
H2O,11.16
TGN,7.47
BRD,7.12
DIGI,4.89
EL,4.52
M,3.63
SNN,3.5
TEL,2.55
FP,1.31
PE,1.27
ONE,1.16
AQ,0.83
TRP,0.63
TTS,0.58
ATB,0.58
SFG,0.51
WINE,0.14
