symbol,weight
TLV,18.38
SNP,15.82
SNG,14.54
H2O,12.16
BRD,6.96
TGN,6.22
EL,5.71
DIGI,5.04
M,3.04
SNN,2.86
TEL,2.26
PE,1.54
ONE,1.03
FP,1.02
AQ,0.8
CFH,0.72
TTS,0.56
ATB,0.49
TRP,0.45
SFG,0.41
