symbol,weight
TLV,18.29
SNP,16.01
SNG,15.31
H2O,11.06
BRD,6.98
EL,6.28
TGN,5.73
DIGI,5.26
M,2.93
SNN,2.62
TEL,2.21
PE,1.65
FP,1.07
ONE,1.03
CFH,0.83
AQ,0.73
TTS,0.62
SFG,0.48
ATB,0.47
TRP,0.43
