symbol,weight
TLV,19.57
SNP,15.89
SNG,11.38
H2O,11.25
BRD,7.74
TGN,7.13
DIGI,5.01
M,4.37
EL,4.35
SNN,3.41
TEL,2.42
FP,1.43
PE,1.31
ONE,1.25
AQ,0.91
TRP,0.67
TTS,0.67
ATB,0.59
SFG,0.5
WINE,0.13
