symbol,weight
TLV,20.49
SNP,16.21
SNG,11.9
H2O,11.43
TGN,7.3
BRD,6.84
DIGI,4.82
EL,4.34
M,3.5
SNN,3.49
TEL,2.44
PE,1.29
FP,1.25
ONE,1.14
AQ,0.82
TRP,0.61
TTS,0.57
ATB,0.55
SFG,0.51
CFH,0.51
