symbol,weight
TLV,19.45
SNP,16.18
SNG,11.98
H2O,11.18
TGN,7.35
BRD,7.22
DIGI,4.84
EL,4.37
M,4.13
SNN,3.51
TEL,2.47
PE,1.34
FP,1.27
ONE,1.26
AQ,0.88
TRP,0.66
ATB,0.63
TTS,0.62
SFG,0.52
WINE,0.13
