symbol,weight
TLV,20.66
SNP,16.03
H2O,12.19
SNG,12.08
TGN,6.99
BRD,6.9
DIGI,4.33
EL,3.9
M,3.81
SNN,3.64
TEL,2.29
PE,1.5
FP,1.18
ONE,1.11
AQ,0.68
TRP,0.61
TTS,0.6
ATB,0.52
SFG,0.5
CFH,0.46
