symbol,weight
TLV,18.29
SNP,15.94
SNG,14.28
H2O,12.07
BRD,7.03
TGN,6.26
EL,5.73
DIGI,5.39
M,3.05
SNN,2.72
TEL,2.24
PE,1.51
FP,1.04
ONE,1.02
AQ,0.8
CFH,0.72
TTS,0.57
ATB,0.48
TRP,0.45
SFG,0.41
