symbol,weight
TLV,20.68
SNP,15.66
SNG,12.17
H2O,11.85
TGN,7.06
BRD,6.79
DIGI,4.47
EL,4.19
M,3.99
SNN,3.69
TEL,2.29
PE,1.43
FP,1.2
ONE,1.12
AQ,0.73
TRP,0.6
TTS,0.6
ATB,0.5
SFG,0.5
CFH,0.48
