symbol,weight
TLV,18.51
SNP,16.84
SNG,13.79
H2O,11.77
BRD,6.88
EL,6.19
TGN,5.9
DIGI,4.92
M,2.99
SNN,2.61
TEL,2.06
PE,1.54
FP,1.09
ONE,1.05
CFH,0.98
AQ,0.9
TTS,0.63
ATB,0.49
TRP,0.44
SFG,0.43
