symbol,weight
TLV,20.93
SNP,16.25
SNG,13.09
H2O,12.15
EL,6.38
BRD,6.22
TGN,5.28
DIGI,4.73
M,2.82
SNN,2.46
TEL,1.95
PE,1.51
FP,1.3
ONE,0.99
CFH,0.87
AQ,0.86
EAI,0.68
TTS,0.63
ATB,0.47
TRP,0.42
