symbol,weight
TLV,20.23
SNP,16.5
SNG,11.73
H2O,10.96
TGN,7.17
BRD,7.16
DIGI,4.92
EL,4.33
M,3.78
SNN,3.52
TEL,2.43
PE,1.32
FP,1.3
ONE,1.24
AQ,0.85
TRP,0.66
ATB,0.64
TTS,0.6
SFG,0.52
WINE,0.14
