symbol,weight
TLV,20.59
SNP,15.76
SNG,13.25
H2O,12.64
BRD,6.77
TGN,6.63
DIGI,4.13
EL,4.04
M,3.5
SNN,3.37
TEL,2.09
PE,1.72
FP,1.15
ONE,1.07
AQ,0.67
TTS,0.6
TRP,0.55
ATB,0.53
CFH,0.47
SFG,0.47
