symbol,weight
TLV,20.36
SNP,15.66
H2O,12.45
SNG,12.37
BRD,7.04
TGN,6.58
EL,4.79
DIGI,4.6
M,3.42
SNN,3.39
TEL,2.12
PE,1.61
FP,1.21
ONE,1.08
AQ,0.71
TTS,0.57
ATB,0.55
TRP,0.52
CFH,0.52
SFG,0.46
